Storkreds,Opstillingskreds,Kommune,Valgdistrikt_kode,Location,Persons18,Persons65,Age_Mean,Income_Mean,Grundskole,Gymnasial,Erhvervsfaglig,Kort_vider,Mellemlang_vider,Bachelor,Lang_vider,Uoplyst,with_children,without_children,A. Socialdemokratiet,B. Radikale Venstre,C. Det Konservative Folkeparti,D. Nye Borgerlige,E. Klaus Riskær Pedersen,F. SF - Socialistisk Folkeparti,I. Liberal Alliance,K. Kristendemokraterne,O. Dansk Folkeparti,P. Stram Kurs,"V. Venstre, Danmarks Liberale Parti",Ø. Enhedslisten - De Rød-Grønne,Å. Alternativet,Kandidater uden for partierne i alt
5. Sjællands Storkreds,5. Faxe Opstillingskreds,320,4,Hylleholt,3229,1101,55.8,221784.8,30.50480025,5.419634562,39.67172499,3.623412821,15.5775782,0.650356147,3.065964695,1.486528337,2380,849,843,92,122,77,34,260,39,20,300,59,575,199,60,0
5. Sjællands Storkreds,5. Faxe Opstillingskreds,320,5,Karise,3233,942,53.9,225314.3,32.7250232,4.70151562,41.63315806,3.928240025,10.82585834,0.989792762,3.990102072,1.206309929,2191,1042,682,89,186,76,30,259,40,21,390,91,624,141,97,1
5. Sjællands Storkreds,5. Faxe Opstillingskreds,320,6,Dalby,2762,633,51.5,242035,29.18175235,4.779145547,45.18464881,4.815351195,10.89790007,0.615496017,3.729181752,0.796524258,1684,1078,557,85,119,58,39,177,46,16,321,96,694,70,26,1
5. Sjællands Storkreds,5. Faxe Opstillingskreds,320,7,Rønnede,2809,863,53.8,227863.3,33.21466714,4.734781061,43.3250267,4.521181915,10.0747597,0.498398006,2.66998932,0.961196155,1910,899,599,82,141,69,28,162,53,10,324,69,641,72,41,0
5. Sjællands Storkreds,5. Faxe Opstillingskreds,336,1,Hårlevhallen,4391,1227,53.2,236726.3,30.60806194,5.010248235,42.63265771,4.509223412,11.3413801,0.888180369,3.917103166,1.093145069,2863,1528,880,131,228,92,43,389,67,30,456,122,960,200,46,0
5. Sjællands Storkreds,5. Faxe Opstillingskreds,336,2,Strøbyhallen,5447,1838,55.3,259605.4,23.13199927,5.893152194,42.15164311,5.287314118,15.56820268,0.715990453,6.297044245,0.954653938,3508,1939,1013,249,384,137,53,539,110,49,526,105,1369,178,86,1
5. Sjællands Storkreds,5. Faxe Opstillingskreds,336,3,Stevnshallen,4452,1349,53.9,219363.8,35.57951482,4.559748428,40.04941599,3.504043127,10.78167116,0.628930818,3.212039533,1.684636119,3097,1355,1003,169,302,96,48,367,61,17,395,110,801,216,53,1
5. Sjællands Storkreds,5. Faxe Opstillingskreds,336,4,Harmonien,3048,1132,56.6,232713.9,32.31627297,4.166666667,40.41994751,4.101049869,12.92650919,0.754593176,3.707349081,1.607611549,2185,863,627,159,198,66,36,259,44,15,297,84,556,147,55,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,1,Køge By - Midt,3727,1166,53.6,273248.8,22.86020928,7.888382077,37.02709954,4.66863429,16.20606386,1.583042662,8.559162866,1.20740542,2559,1168,668,201,313,81,15,499,78,23,236,63,923,107,36,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,2,Køge By - Vest,4385,1309,52,216870.2,32.15507412,7.571265678,37.26339795,4.196123147,12.31470924,0.820980616,4.104903079,1.57354618,3043,1342,938,282,204,74,24,645,58,10,319,84,683,171,60,1
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,3,Lellinge,715,192,52.7,306843.9,20.83916084,7.832167832,39.3006993,6.713286713,15.24475524,2.097902098,6.993006993,0.979020979,423,292,117,31,63,16,6,85,19,4,39,8,210,27,11,1
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,4,Højelse / Lille Skensved,1636,419,51.4,243618,26.34474328,7.273838631,42.05378973,6.173594132,11.12469438,0.611246944,5.378973105,1.039119804,964,672,271,77,92,58,24,246,24,6,164,31,339,42,23,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,5,Ølby,4028,975,49.5,218688.8,32.3733863,9.086395233,36.99106256,4.245283019,10.20357498,1.067527309,4.493545184,1.539225422,2562,1466,847,294,206,62,25,496,62,23,288,96,660,178,53,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,6,Ølsemagle,3134,692,49.2,249361.6,24.53733248,7.338864071,40.26802808,6.828334397,12.85896618,1.116783663,5.998723676,1.052967454,1633,1501,593,215,171,73,25,364,62,20,267,61,713,80,47,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,7,Herfølge,2531,665,51.8,242840.4,28.09166337,6.321612011,40.49782695,4.148557882,13.7890162,0.987751877,5.333860134,0.829711576,1534,997,492,88,136,51,23,409,29,20,153,47,533,92,35,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,8,Alkestrup,1010,225,50.7,250989.9,26.53465347,4.356435644,45.54455446,4.95049505,11.58415842,0.99009901,4.95049505,1.089108911,581,429,187,23,60,32,18,165,16,5,96,23,212,29,8,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,9,Hastrup,4223,1306,53.2,244097.9,29.33933223,6.440918778,38.64551267,4.807009235,13.71063225,0.852474544,5.091167417,1.112952877,2649,1574,915,220,252,58,30,605,69,30,323,62,841,161,44,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,10,Køge By - Nord,3892,1058,51.4,257016.7,23.58684481,9.480986639,36.25385406,4.9331963,14.77389517,1.567317575,8.478931141,0.924974306,2533,1359,673,200,349,85,19,595,82,10,241,61,875,94,44,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,11,Herfølge - Syd,2607,568,50.1,228737.3,29.95780591,6.597621787,38.28154967,4.641350211,14.15420023,0.997314921,4.14269275,1.227464519,1590,1017,481,109,129,52,16,463,28,22,210,67,436,122,37,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,12,Borup,4522,1229,52.2,244962.6,26.91287041,5.749668288,38.9429456,5.5285272,14.50685537,0.973020787,6.567890314,0.818222026,2696,1826,952,257,250,138,53,532,59,57,390,87,866,172,87,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,13,Ejby,2814,717,51.9,261355.9,24.30703625,6.147832267,43.35465529,5.650319829,13.29068941,0.852878465,6.112295665,0.284292822,1584,1230,535,159,164,95,13,287,71,19,256,60,749,66,34,1
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,14,Gørslev,967,243,52.3,245061.8,27.09410548,6.101344364,44.15718718,5.584281282,11.16856256,0.620475698,4.963805584,0.310237849,611,356,155,27,59,24,13,82,23,14,107,22,282,24,15,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,15,Bjæverskov,2628,674,51.6,258036.8,27.89193303,6.088280061,44.14003044,6.126331811,10.54033486,1.065449011,3.348554033,0.799086758,1493,1135,497,69,163,66,23,226,45,18,252,57,742,45,24,2
5. Sjællands Storkreds,6. Køge Opstillingskreds,259,16,Vemmedrup,1283,388,53,255810.7,25.64302416,5.689789556,46.76539361,6.39127046,10.67809821,0.935307872,3.039750585,0.857365549,728,555,252,35,72,34,13,156,17,9,157,26,352,20,15,1
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,1,Hyllinge-Lyndby,3094,913,53.8,265035.9,27.69877182,5.882352941,40.23917259,5.78539108,13.34841629,0.808015514,4.848093083,1.389786684,1866,1228,659,128,170,82,36,239,55,20,284,58,771,133,60,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,2,Rye,1995,618,53.8,248127.6,25.36340852,6.215538847,43.4085213,5.263157895,12.8320802,0.802005013,5.313283208,0.802005013,1227,768,425,85,105,53,16,138,32,7,203,42,487,83,47,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,3,Sæby-Gershøj,1262,456,56.8,247311.1,22.50396197,4.437400951,43.42313788,6.576862124,14.89698891,0.554675119,6.418383518,1.18858954,903,359,248,58,62,41,12,130,22,11,139,32,302,60,20,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,4,Sonnerup,1097,300,52.8,238475.2,25.7976299,5.104831358,44.48495898,5.104831358,13.67365542,0.364630811,4.557885141,0.911577028,671,426,261,44,70,32,7,74,20,13,109,22,256,40,17,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,5,Glim,950,202,50.4,271404.7,25.47368421,5.894736842,37.36842105,6.210526316,13.05263158,1.368421053,9.052631579,1.578947368,568,382,170,66,49,17,16,86,27,4,59,14,247,46,24,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,6,Hvalsø,3461,1013,53.3,258715.1,22.73909275,5.634209766,33.11181739,5.143022248,18.00057787,1.618029471,12.77087547,0.982375036,1991,1470,750,277,201,81,28,457,55,13,221,52,591,269,97,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,8,Kr.Såby,2189,578,52.2,252207.8,24.07492005,5.756052992,44.12973961,5.39058931,13.15669255,0.913659205,5.710370032,0.867976245,1280,909,431,91,144,62,30,218,39,15,260,47,462,87,32,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,9,Gevninge,2136,690,54.8,294792.1,19.38202247,6.554307116,38.34269663,5.805243446,16.19850187,1.685393258,11.1423221,0.889513109,1334,802,417,152,135,39,23,204,44,26,154,27,547,110,54,0
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,11,Lejre,1974,633,54.5,314434.4,14.64032421,5.87639311,24.67071935,5.319148936,22.74569402,2.482269504,23.65754813,0.607902736,1033,941,272,275,159,26,15,267,52,17,77,9,475,108,85,1
5. Sjællands Storkreds,6. Køge Opstillingskreds,350,12,Osted,2322,622,52.6,263652.3,23.7295435,5.297157623,40.43927649,6.632213609,14.64254953,0.861326443,7.149009475,1.248923342,1328,994,455,153,101,56,19,186,40,58,206,37,552,108,64,0
5. Sjællands Storkreds,7. Greve Opstillingskreds,253,1,Arenaskolen,2982,942,52.9,224198.9,33.33333333,7.377598927,40.84507042,3.521126761,8.182427901,1.17370892,4.258886653,1.307847082,1944,1038,742,169,113,67,18,139,38,20,325,90,498,148,31,1
5. Sjællands Storkreds,7. Greve Opstillingskreds,253,2,Krogårdskolen,5371,1540,52.6,280906.5,20.51759449,8.750698194,41.50065165,6.442003351,13.33085087,1.39638801,6.981940048,1.079873394,2985,2386,1085,419,281,128,25,243,93,36,481,119,1450,174,74,0
5. Sjællands Storkreds,7. Greve Opstillingskreds,253,3,Holmeagerskolen,7740,2175,52.5,272899,23.04909561,8.087855297,40.16795866,5.581395349,13.72093023,1.382428941,7.080103359,0.930232558,4565,3175,1653,364,437,191,60,437,142,44,697,163,2023,241,102,1
5. Sjællands Storkreds,7. Greve Opstillingskreds,253,4,Mosedeskolen,3770,1062,52.5,304237.4,17.4535809,7.612732095,41.59151194,6.737400531,15.25198939,1.167108753,9.602122016,0.583554377,1963,1807,773,226,280,86,24,249,88,21,309,58,1193,72,40,0
5. Sjællands Storkreds,7. Greve Opstillingskreds,253,5,Karlslundehallerne,6401,1993,54.1,294850.5,19.68442431,7.608186221,40.99359475,6.202155913,15.90376504,1.124824246,7.811279488,0.671770036,3692,2709,1238,385,437,142,35,349,161,78,532,98,1928,144,85,0
5. Sjællands Storkreds,7. Greve Opstillingskreds,253,6,Tunehallerne,5211,1401,51.9,275059.6,22.18384187,6.870082518,45.03933986,5.853003262,12.70389561,1.03626943,5.488389944,0.825177509,2817,2394,1110,273,271,137,43,350,117,39,566,78,1428,125,58,2
5. Sjællands Storkreds,7. Greve Opstillingskreds,253,7,Hundigehallen,4178,1242,52.2,217431.9,32.57539493,8.664432743,38.31977022,4.26041168,9.717568214,1.053135472,3.829583533,1.579703207,3023,1155,903,259,136,109,39,210,55,21,402,82,674,224,53,0
5. Sjællands Storkreds,7. Greve Opstillingskreds,269,1,Havdrup,3492,834,50.9,257025.7,25.31500573,6.729667812,42.81214204,6.500572738,12.45704467,0.916380298,4.782359679,0.486827033,1978,1514,730,181,226,74,29,261,76,28,386,89,815,92,50,2
5. Sjællands Storkreds,7. Greve Opstillingskreds,269,4,Det Nordlige Strandområde,5773,1571,51.7,305811.1,20.38801316,7.587043132,38.07379179,6.876840464,15.41659449,1.420405335,9.388532825,0.848778798,3148,2625,1033,362,514,138,51,311,212,29,480,105,1713,144,74,0
5. Sjællands Storkreds,7. Greve Opstillingskreds,269,5,Det Sydlige Strandområde,7283,2031,52.3,299202.7,20.62336949,8.197171495,40.02471509,6.316078539,14.23863792,1.235754497,8.33447755,1.029795414,4025,3258,1339,485,565,183,62,499,202,39,561,113,2030,185,87,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,1,Roskilde Bymidte,4361,1368,52.6,265089.5,20.17885806,10.59390048,28.02109608,5.182297638,18.48199954,2.63700986,14.03347856,0.87135978,3144,1217,817,403,313,59,37,512,94,21,180,47,758,377,140,1
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,2,Klostermarken,4406,1424,54.3,317809.4,14.50295052,8.601906491,27.91647753,5.651384476,20.90331366,1.997276441,19.67771221,0.748978665,2808,1598,907,429,366,58,37,445,90,30,204,44,989,276,126,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,3,Sankt Jørgen,6270,1611,51.5,252730.2,23.77990431,8.516746411,28.21371611,4.354066986,19.07496013,1.547049442,13.28548644,1.228070175,4086,2184,1435,576,272,65,41,746,97,43,304,76,882,524,191,2
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,4,Hedegårdene,3671,855,48.5,233107.5,23.15445383,12.17651866,30.45491692,4.52192863,15.30918006,2.152002179,10.81449196,1.416507764,2498,1173,784,374,133,57,23,386,57,31,219,46,576,278,111,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,5,Østervang,5300,1138,46.1,213773.1,26.28301887,14.79245283,30.20754717,4.698113208,13.56603774,1.867924528,7.245283019,1.339622642,3870,1430,1197,444,243,102,44,487,121,34,326,117,717,323,146,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,6,Himmelev,5873,1857,54.5,341252.7,16.550315,7.798399455,25.31925762,5.448663375,20.279244,1.634599012,22.06708667,0.902434871,3444,2429,1053,608,551,68,34,528,157,33,247,29,1531,303,134,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,7,Svogerslev,3351,1103,54.6,276516.8,18.5616234,5.759474784,36.55625187,7.042673829,19.90450612,1.044464339,10.41480155,0.716204118,1953,1398,863,249,238,42,25,304,53,38,222,37,763,156,42,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,8,Vindinge,1874,450,51.6,304062.2,17.02241195,6.937033084,35.27214514,7.417289221,20.01067236,1.173959445,11.04589114,1.120597652,950,924,413,155,138,31,18,141,48,18,145,21,443,82,31,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,9,Vor Frue,926,210,49.4,259582.4,20.95032397,8.963282937,38.22894168,6.155507559,15.76673866,1.51187905,7.559395248,0.863930886,545,381,150,61,41,20,11,92,22,5,76,16,231,62,31,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,10,Æblehaven,5322,1198,48.1,215539.9,29.42502818,10.16535137,33.82187148,4.753851935,11.80007516,1.935362646,6.801954153,1.296505073,3814,1508,1172,459,204,86,37,458,83,40,342,116,657,386,159,1
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,11,Gundsølille,2600,694,52.7,277746.9,22.30769231,6.384615385,37,6.153846154,15.03846154,1.346153846,10.80769231,0.961538462,1483,1117,478,183,163,64,38,190,63,18,213,41,627,117,85,1
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,13,Jyllinge,4822,1072,51.3,301176.3,19.3695562,6.470344255,39.96267109,6.262961427,16.86022397,1.534632932,8.66860224,0.871007881,2455,2367,905,299,443,124,50,299,146,31,423,96,1237,120,82,2
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,14,Gundsømagle,2180,546,51.7,269649.1,20.36697248,5.458715596,43.62385321,6.651376147,14.12844037,1.19266055,7.798165138,0.779816514,1232,948,486,141,148,58,24,120,60,9,229,48,518,69,46,1
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,15,Baunehøj,2669,895,55.6,275860.6,19.4454852,7.26863994,38.96590483,6.182090671,18.43387036,1.011614837,8.05545148,0.636942675,1634,1035,539,159,259,82,26,136,58,18,233,44,713,65,42,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,16,Gadstrup,1740,420,51.2,270723.2,22.12643678,5.689655172,41.7816092,6.091954023,15.51724138,0.91954023,7.298850575,0.574712644,941,799,379,107,126,42,9,165,34,9,155,37,433,62,20,1
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,17,Viby,3287,996,54,254723.2,25.25098874,5.536963797,40.43200487,6.723456039,13.17310618,1.247337998,6.936416185,0.699726194,1953,1334,768,172,185,66,27,268,45,37,316,51,751,128,50,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,18,Snoldelev,828,170,50.3,270464.7,23.55072464,8.45410628,43.11594203,6.400966184,10.26570048,0.362318841,7.487922705,0.362318841,461,367,149,41,42,33,8,43,2,11,87,24,228,31,19,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,20,Dåstrup,1221,280,50.4,268423.8,21.7035217,7.207207207,39.8034398,5.323505324,15.97051597,0.819000819,8.927108927,0.245700246,635,586,227,82,65,28,8,106,19,18,117,16,317,60,25,0
5. Sjællands Storkreds,8. Roskilde Opstillingskreds,265,21,Trekroner,3497,475,43.2,267420.4,15.69917072,18.21561338,18.12982556,4.489562482,15.89934229,3.68887618,22.44781241,1.429796969,1797,1700,503,499,206,31,23,498,111,18,103,31,552,333,195,1
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,1,Holbæk Øst,7411,2152,52.4,259712.9,24.05883147,7.151531507,33.1804075,4.574281473,20.71245446,1.214411011,7.839697747,1.268384833,4502,2909,1704,644,461,106,70,492,131,61,488,113,1470,404,156,1
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,2,Holbæk Vest,7383,2076,51.9,225494.6,30.31288094,7.341189218,35.41920628,4.063388866,16.17228769,0.690776107,4.537450901,1.462819992,5008,2375,1934,444,326,110,51,425,114,35,539,147,1187,413,114,6
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,3,Holbæk Midt,4727,1546,52.1,224681.8,24.7937381,10.38713772,34.01734715,4.759889994,17.47408504,1.332769198,5.458007193,1.777025598,3691,1036,1190,281,292,69,43,298,86,26,282,81,770,279,113,0
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,4,Vipperød,3052,749,52,268180.3,23.85321101,5.897771953,38.46657929,5.570117955,17.69331586,1.048492792,6.454783748,1.015727392,1791,1261,776,159,165,71,44,205,61,30,262,51,693,123,64,3
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,5,Tuse,3329,838,51.4,261456.8,22.97987384,5.346951036,39.1108441,5.737458696,19.10483629,0.901171523,5.917693001,0.901171523,1814,1515,812,255,230,61,39,203,87,17,254,51,722,127,63,2
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,6,Udby,1828,677,56.9,234952.9,26.91466083,5.087527352,44.03719912,3.829321663,14.38730853,0.601750547,3.829321663,1.312910284,1350,478,440,60,91,27,21,97,27,15,229,42,408,93,24,0
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,7,Tølløse,3760,1021,52.5,251921.9,27.28723404,6.117021277,36.22340426,5.079787234,16.54255319,1.303191489,6.569148936,0.877659574,2244,1516,894,211,181,79,44,283,82,24,328,60,741,190,90,2
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,8,St. Merløse,2615,621,51.8,249575.1,31.66347992,5.009560229,40.03824092,4.244741874,11.77820268,0.956022945,5.353728489,0.956022945,1634,981,568,104,104,57,48,187,38,21,267,64,548,153,61,1
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,9,Regstrup,3070,728,50.9,246802.5,28.30618893,5.374592834,39.51140065,5.635179153,14.62540717,0.781758958,4.690553746,1.074918567,1804,1266,712,151,150,62,40,163,48,27,257,73,738,145,46,3
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,10,Undløse,2528,570,50.6,234327.7,34.09810127,4.509493671,42.00949367,4.074367089,10.75949367,0.474683544,3.204113924,0.870253165,1591,937,579,96,90,56,23,108,37,19,291,79,534,111,34,5
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,11,Jyderup,3884,1251,53.7,216193.6,37.46138002,4.840370752,37.2554068,3.656024717,12.04943357,0.411946447,2.883625129,1.441812564,2675,1209,984,151,141,69,37,209,41,41,373,92,707,219,51,5
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,12,Mørkøv,3132,729,50.9,219390.4,34.1954023,5.012771392,42.11366539,3.544061303,10.79182631,0.638569604,2.650063857,1.053639847,1939,1193,717,88,121,81,36,194,41,23,370,78,633,156,41,17
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,13,Svinninge,2725,784,52.6,220248.5,37.6146789,3.706422018,42.05504587,3.449541284,9.577981651,0.440366972,2.128440367,1.027522936,1799,926,691,94,108,47,13,129,35,17,295,74,555,91,22,1
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,14,Gislinge,2660,568,50.3,232448.5,31.57894737,4.736842105,45.30075188,4.172932331,10.63909774,0.263157895,1.992481203,1.315789474,1640,1020,594,87,113,62,24,121,49,17,321,79,580,93,24,3
5. Sjællands Storkreds,9. Holbæk Opstillingskreds,316,15,Orø,778,324,59.6,204514.7,33.03341902,4.627249357,35.218509,3.470437018,14.52442159,1.156812339,5.526992288,2.442159383,641,137,177,24,13,18,7,75,7,4,76,18,122,70,31,0
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,1,Asnæs,3261,1277,56.9,217983.8,33.97730757,4.047838086,41.82766023,3.035878565,12.1741797,0.643974241,2.913216805,1.379944802,2343,918,815,152,137,60,24,194,31,18,316,51,696,130,52,2
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,2,Fårevejle,3008,1018,54.3,221597.4,34.40824468,4.222074468,40.65824468,3.656914894,11.6356383,0.631648936,3.590425532,1.196808511,2054,954,720,110,115,71,32,161,40,28,364,60,568,145,59,0
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,3,Grevinge,2058,658,54.7,205987.7,36.39455782,4.421768707,41.83673469,2.575315841,9.961127308,0.437317784,3.012633625,1.360544218,1453,605,520,54,63,47,39,100,22,12,233,63,338,93,24,1
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,4,Hørve,2571,686,51.7,212386.4,35.47257876,4.628549203,41.50136134,3.345001945,10.46285492,0.505639829,2.722676002,1.361338001,1625,946,562,89,84,41,19,153,26,14,299,82,522,105,50,1
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,5,Odden,1139,546,60.5,204248.9,36.08428446,3.687445127,39.59613696,3.160667252,10.79894644,0.790166813,4.038630378,1.843722564,899,240,307,42,40,21,13,49,7,13,146,19,203,61,14,0
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,6,Vig,2525,863,55.2,214478.8,33.94059406,4.514851485,42.57425743,3.326732673,11.20792079,0.792079208,2.613861386,1.02970297,1834,691,562,89,98,51,34,137,27,7,273,79,551,109,32,4
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,7,Nykøbing,4895,2019,57.9,209564.9,33.01327886,4.065372829,41.71603677,3.084780388,13.15628192,0.51072523,2.880490296,1.573033708,3695,1200,1408,172,210,105,47,283,36,33,459,100,782,272,84,0
5. Sjællands Storkreds,10. Kalundborg Opstillingskreds,306,8,Rørvig,1338,762,63.3,238283.1,20.62780269,5.680119581,38.04185351,4.334828102,21.00149477,0.971599402,7.324364723,2.01793722,1116,222,288,76,96,19,22,100,7,5,83,17,308,107,44,0
